7003765725	7004219172	1	
7004219172	8544854300	1	
6506323532	6602493276	0	
6506323532	7501903821	0	
6506323532	36875904800	0	
6506323532	55500499500	0	
6507549292	6602536293	0	
6507549292	7102657559	0	
6507549292	7201363666	0	
6507549292	23866118600	0	
6507549292	35556044500	0	
6602493276	7501903821	0	
6602536293	6603419344	0	
6602536293	7102657559	0	
6602536293	7201363666	0	
6602536293	7201477470	0	
6602536293	23866118600	0	
6602536293	35556044500	0	
6602536293	39863576100	0	
6603419344	23866118600	0	
6603419344	35556044500	0	
6603858126	36875904800	0	
6603858126	55500499500	0	
7005509332	7102657559	0	
7005509332	7201363666	0	
7005509332	23866118600	0	
7005509332	35556044500	0	
7102657559	7201477470	0	
7102657559	35556044500	0	
7102657559	39863576100	0	
7201363666	7201477470	0	
7201363666	35556044500	0	
7201363666	39863576100	0	
7201477470	23866118600	0	
7201477470	35556044500	0	
7501903821	36875904800	0	
7501903821	55500499500	0	
23866118600	35556044500	0	
23866118600	39863576100	0	
35361856800	55636320635	0	
35556044500	39863576100	0	
